"FworkCode","ProgType","PwayCode","LearnAimRef","EffectiveFrom","EffectiveTo","FrameworkComponentType","Created_On","Created_By","Modified_On","Modified_By"
"445","3","1","60019621","01 Feb 2013","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"445","3","1","60038287","01 Feb 2013","","2","17 Apr 2019","KFISHER","17 Apr 2019","KFISHER"
"445","3","1","60055935","26 Oct 2015","","2","09 Dec 2015","robinsonsar","09 Dec 2015","robinsonsar"
"445","3","1","60065758","28 Nov 2016","","2","29 Nov 2016","guinivas","29 Nov 2016","guinivas"
"445","3","1","60088539","13 Jan 2014","01 Sep 2014","3","03 Feb 2014","suttonf","04 Sep 2014","Guinivas"
"445","3","1","60133958","01 Sep 2014","","3","04 Sep 2014","Guinivas","04 Sep 2014","Guinivas"
"445","3","1","60134215","01 Sep 2014","","3","04 Sep 2014","Guinivas","04 Sep 2014","Guinivas"
"445","3","1","60135104","01 Sep 2014","23 Oct 2017","3","04 Sep 2014","Guinivas","19 Oct 2017","GUINIVAS"
"445","3","1","60141098","01 Sep 2014","","3","04 Sep 2014","Guinivas","04 Sep 2014","Guinivas"
"445","3","1","60142054","01 Sep 2014","","3","04 Sep 2014","Guinivas","04 Sep 2014","Guinivas"
"445","3","1","60142984","01 Sep 2014","","3","04 Sep 2014","Guinivas","04 Sep 2014","Guinivas"
"445","3","1","60164232","26 Oct 2015","","3","09 Dec 2015","robinsonsar","09 Dec 2015","robinsonsar"
"445","3","1","60164736","26 Oct 2015","","2","09 Dec 2015","robinsonsar","09 Dec 2015","robinsonsar"
"445","3","1","60168535","26 Oct 2015","","2","09 Dec 2015","robinsonsar","09 Dec 2015","robinsonsar"
"445","3","1","6017481X","26 Oct 2015","15 Oct 2019","2","09 Dec 2015","robinsonsar","18 Oct 2019","SGUINIVAN"
"445","3","1","60176891","28 Nov 2016","","2","29 Nov 2016","guinivas","29 Nov 2016","guinivas"
"445","3","1","60177846","26 Oct 2015","","3","09 Dec 2015","robinsonsar","09 Dec 2015","robinsonsar"
"445","3","1","60178978","28 Nov 2016","","3","29 Nov 2016","guinivas","29 Nov 2016","guinivas"
"445","3","1","60305095","01 Sep 2019","","3","03 Sep 2019","SGUINIVAN","03 Sep 2019","SGUINIVAN"
"445","3","1","60337230","01 Sep 2019","","3","03 Sep 2019","SGUINIVAN","03 Sep 2019","SGUINIVAN"
"445","3","1","60348148","01 Sep 2019","","3","18 Oct 2019","SGUINIVAN","18 Oct 2019","SGUINIVAN"
"445","3","1","60349359","01 Sep 2019","","3","03 Sep 2019","SGUINIVAN","03 Sep 2019","SGUINIVAN"
"445","3","1","60349992","01 Sep 2019","","3","03 Sep 2019","SGUINIVAN","03 Sep 2019","SGUINIVAN"
"445","3","1","60350969","01 Sep 2019","","3","18 Oct 2019","SGUINIVAN","18 Oct 2019","SGUINIVAN"
"445","3","1","60351792","02 Oct 2019","","3","18 Oct 2019","SGUINIVAN","18 Oct 2019","SGUINIVAN"
"445","3","1","60351937","26 Nov 2019","","3","28 Nov 2019","SGUINIVAN","28 Nov 2019","SGUINIVAN"
"445","3","1","60352279","26 Nov 2019","","3","28 Nov 2019","SGUINIVAN","28 Nov 2019","SGUINIVAN"
"446","3","0","60015342","12 May 2011","06 Mar 2013","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"446","3","0","60015354","12 May 2011","06 Mar 2013","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"446","3","0","60034701","04 Nov 2011","06 Mar 2013","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"446","3","0","60034713","04 Nov 2011","06 Mar 2013","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"446","3","1","60015342","01 Feb 2013","","3","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"446","3","1","60015354","01 Feb 2013","","3","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"446","3","1","60034701","01 Feb 2013","21 Nov 2016","3","03 Feb 2014","suttonf","04 Nov 2016","guinivas"
"446","3","1","60034713","01 Feb 2013","21 Nov 2016","3","03 Feb 2014","suttonf","04 Nov 2016","guinivas"
"447","3","0","60000193","19 May 2011","06 Mar 2013","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"447","3","0","6000146X","19 May 2011","06 Mar 2013","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"447","3","0","60003753","19 May 2011","06 Mar 2013","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"447","3","0","60006912","19 May 2011","06 Mar 2013","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"447","3","1","5011444X","23 Feb 2015","","2","07 May 2015","guinivas","07 May 2015","guinivas"
"447","3","1","50115893","23 Feb 2015","","2","07 May 2015","guinivas","07 May 2015","guinivas"
"447","3","1","50117233","23 Feb 2015","","2","07 May 2015","guinivas","07 May 2015","guinivas"
"447","3","1","60000193","01 Feb 2013","23 Feb 2015","3","03 Feb 2014","suttonf","07 May 2015","guinivas"
"447","3","1","60000466","23 Feb 2015","","2","07 May 2015","guinivas","07 May 2015","guinivas"
"447","3","1","60000612","23 Feb 2015","","2","07 May 2015","guinivas","07 May 2015","guinivas"
"447","3","1","6000146X","01 Feb 2013","23 Feb 2015","3","03 Feb 2014","suttonf","07 May 2015","guinivas"
"447","3","1","60003753","01 Feb 2013","23 Feb 2015","3","03 Feb 2014","suttonf","07 May 2015","guinivas"
"447","3","1","60006912","01 Feb 2013","23 Feb 2015","3","03 Feb 2014","suttonf","07 May 2015","guinivas"
"447","3","1","60110843","14 Apr 2014","23 Feb 2015","3","22 Apr 2014","Guinivas","07 May 2015","guinivas"
"447","3","1","60155310","23 Feb 2015","","3","07 May 2015","guinivas","07 May 2015","guinivas"
"447","3","1","60155462","23 Feb 2015","","3","07 May 2015","guinivas","07 May 2015","guinivas"
"447","3","1","6015567X","23 Feb 2015","","3","07 May 2015","guinivas","07 May 2015","guinivas"
"447","3","1","60156077","23 Feb 2015","","3","07 May 2015","guinivas","07 May 2015","guinivas"
"447","3","1","60160524","21 Sep 2015","","3","01 Sep 2015","guinivas","01 Sep 2015","guinivas"
"447","3","1","60161590","21 Sep 2015","27 Apr 2020","3","18 Dec 2015","robinsonsar","22 Apr 2020","SGUINIVAN"
"450","3","0","50100968","18 May 2011","06 Mar 2013","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"450","3","0","50101572","18 May 2011","06 Mar 2013","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"450","3","1","50100968","01 Feb 2013","02 Feb 2015","3","03 Feb 2014","suttonf","27 Feb 2015","guinivas"
"450","3","1","6014922X","02 Feb 2015","11 Apr 2018","3","27 Feb 2015","guinivas","12 Apr 2018","SGUINIVAN"
"450","3","1","60152825","02 Feb 2015","","3","27 Feb 2015","guinivas","27 Feb 2015","guinivas"
"450","3","1","60153179","15 Jun 2015","05 Jan 2018","3","28 May 2015","guinivas","05 Jan 2018","GUINIVAS"
"450","3","1","60325987","05 Jan 2018","","3","05 Jan 2018","GUINIVAS","05 Jan 2018","GUINIVAS"
"451","3","0","50092637","20 May 2011","06 Mar 2013","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"451","3","0","60015445","20 May 2011","06 Mar 2013","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"451","3","1","50092637","01 Jan 2013","03 Nov 2013","3","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"451","3","1","60015445","01 Jan 2013","03 Nov 2013","3","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"451","3","1","60104788","03 Nov 2013","","3","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"452","3","0","50090537","20 May 2011","06 Mar 2013","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"452","3","1","50090537","01 Jan 2013","30 Oct 2013","3","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"452","3","1","60107303","30 Oct 2013","","3","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"454","3","0","50083776","20 May 2011","06 Mar 2013","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"454","3","0","5009743X","20 May 2011","06 Mar 2013","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"454","3","0","5010004X","20 May 2011","06 Mar 2013","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"454","3","0","50123579","20 May 2011","06 Mar 2013","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"454","3","1","50083776","01 Jan 2013","27 Apr 2020","3","03 Feb 2014","suttonf","21 Apr 2020","SGUINIVAN"
"454","3","1","5009743X","01 Jan 2013","14 Nov 2013","3","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"454","3","1","5010004X","01 Jan 2013","18 Aug 2015","3","03 Feb 2014","suttonf","25 Aug 2015","guinivas"
"454","3","1","50123579","01 Jan 2013","14 Nov 2013","3","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"454","3","1","60069090","22 Jul 2013","31 Aug 2016","3","03 Feb 2014","suttonf","16 Aug 2016","guinivas"
"454","3","1","60107728","17 Nov 2013","","3","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"454","3","1","60165522","01 Sep 2016","","3","16 Aug 2016","guinivas","16 Aug 2016","guinivas"
"454","3","1","60167117","14 Sep 2015","","3","25 Aug 2015","guinivas","25 Aug 2015","guinivas"
"455","3","0","50063297","20 May 2011","26 Mar 2013","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","0","50081718","23 Apr 2012","26 Mar 2013","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","0","50092352","20 May 2011","26 Mar 2013","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","0","50098974","20 May 2011","26 Mar 2013","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","0","5010441X","20 May 2011","26 Mar 2013","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","0","50123427","20 May 2011","26 Mar 2013","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","0","60002761","26 Jul 2011","26 Mar 2013","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","0","60013886","20 May 2011","26 Mar 2013","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","0","60015317","20 May 2011","26 Mar 2013","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","0","60016243","20 May 2011","26 Mar 2013","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","0","60034233","25 Mar 2013","26 Apr 2013","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","0","60038652","12 Mar 2012","26 Mar 2013","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","0","60049327","23 Apr 2012","26 Mar 2013","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","0","60078844","25 Mar 2013","26 Apr 2013","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","0","60082215","25 Mar 2013","26 Apr 2013","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","1","50063297","21 Dec 2012","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","1","50081718","21 Dec 2012","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","1","50092352","21 Dec 2012","02 Feb 2015","2","03 Feb 2014","suttonf","13 Feb 2015","guinivas"
"455","3","1","50098974","21 Dec 2012","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","1","5010441X","21 Dec 2012","02 Feb 2015","2","03 Feb 2014","suttonf","13 Feb 2015","guinivas"
"455","3","1","60002761","21 Dec 2012","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","1","60013886","21 Dec 2012","","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","1","60015317","21 Dec 2012","16 Mar 2015","1","03 Feb 2014","suttonf","26 Mar 2015","guinivas"
"455","3","1","60016243","21 Dec 2012","","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","1","60034233","25 Mar 2013","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","1","6003533X","15 Jul 2013","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","1","60038652","21 Dec 2012","17 Nov 2015","2","03 Feb 2014","suttonf","30 Nov 2015","robinsonsar"
"455","3","1","60049327","21 Dec 2012","","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","1","60054724","17 Dec 2015","","2","30 Nov 2015","robinsonsar","30 Nov 2015","robinsonsar"
"455","3","1","60082215","25 Mar 2013","","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","1","60095994","07 Nov 2013","02 Feb 2015","2","03 Feb 2014","suttonf","13 Feb 2015","guinivas"
"455","3","1","60134847","08 Sep 2014","","2","26 Aug 2014","Guinivas","26 Aug 2014","Guinivas"
"455","3","1","60153593","02 Feb 2015","","2","13 Feb 2015","guinivas","13 Feb 2015","guinivas"
"455","3","1","60169631","17 Dec 2015","","1","30 Nov 2015","robinsonsar","30 Nov 2015","robinsonsar"
"455","3","1","60172538","11 Jul 2016","","2","30 Jun 2016","guinivas","30 Jun 2016","guinivas"
"455","3","1","60180067","17 Dec 2015","","1","30 Nov 2015","robinsonsar","30 Nov 2015","robinsonsar"
"455","3","1","60180237","17 Dec 2015","","2","30 Nov 2015","robinsonsar","30 Nov 2015","robinsonsar"
"455","3","2","50063297","21 Dec 2012","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","2","50081718","21 Dec 2012","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","2","50092352","21 Dec 2012","02 Feb 2015","2","03 Feb 2014","suttonf","13 Feb 2015","guinivas"
"455","3","2","50098974","21 Dec 2012","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","2","5010441X","21 Dec 2012","02 Feb 2015","2","03 Feb 2014","suttonf","13 Feb 2015","guinivas"
"455","3","2","60002761","21 Dec 2012","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","2","60013886","21 Dec 2012","","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","2","60015317","21 Dec 2012","16 Mar 2015","1","03 Feb 2014","suttonf","26 Mar 2015","guinivas"
"455","3","2","60016243","21 Dec 2012","","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","2","60034233","25 Mar 2013","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","2","6003533X","15 Jul 2013","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","2","60038652","21 Dec 2012","17 Nov 2015","2","03 Feb 2014","suttonf","30 Nov 2015","robinsonsar"
"455","3","2","60049327","21 Dec 2012","","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","2","60054724","17 Dec 2015","","2","30 Nov 2015","robinsonsar","30 Nov 2015","robinsonsar"
"455","3","2","60082215","25 Mar 2013","","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","2","60095994","07 Nov 2013","02 Feb 2015","2","03 Feb 2014","suttonf","13 Feb 2015","guinivas"
"455","3","2","60134847","08 Sep 2014","","2","26 Aug 2014","Guinivas","26 Aug 2014","Guinivas"
"455","3","2","60141189","08 Sep 2014","","2","26 Aug 2014","Guinivas","26 Aug 2014","Guinivas"
"455","3","2","60153593","02 Feb 2015","","2","13 Feb 2015","guinivas","13 Feb 2015","guinivas"
"455","3","2","60169631","17 Dec 2015","","1","30 Nov 2015","robinsonsar","30 Nov 2015","robinsonsar"
"455","3","2","60172538","11 Jul 2016","","2","30 Jun 2016","guinivas","30 Jun 2016","guinivas"
"455","3","2","60180067","17 Dec 2015","","1","30 Nov 2015","robinsonsar","30 Nov 2015","robinsonsar"
"455","3","2","60180237","17 Dec 2015","","2","30 Nov 2015","robinsonsar","30 Nov 2015","robinsonsar"
"455","3","3","50063297","21 Dec 2012","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","3","50081718","21 Dec 2012","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","3","50092352","21 Dec 2012","02 Feb 2015","2","03 Feb 2014","suttonf","13 Feb 2015","guinivas"
"455","3","3","50098974","21 Dec 2012","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","3","5010441X","21 Dec 2012","02 Feb 2015","2","03 Feb 2014","suttonf","13 Feb 2015","guinivas"
"455","3","3","50123427","21 Dec 2012","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","3","60002761","21 Dec 2012","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","3","60013886","21 Dec 2012","","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","3","60015317","21 Dec 2012","16 Mar 2015","1","03 Feb 2014","suttonf","26 Mar 2015","guinivas"
"455","3","3","60016243","21 Dec 2012","","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","3","60034233","25 Mar 2013","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","3","6003533X","15 Jul 2013","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","3","60038652","21 Dec 2012","17 Nov 2015","2","03 Feb 2014","suttonf","30 Nov 2015","robinsonsar"
"455","3","3","60049327","21 Dec 2012","","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","3","60054724","17 Dec 2015","","2","30 Nov 2015","robinsonsar","30 Nov 2015","robinsonsar"
"455","3","3","60082215","25 Mar 2013","","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","3","60095994","07 Nov 2013","02 Feb 2015","2","03 Feb 2014","suttonf","13 Feb 2015","guinivas"
"455","3","3","60134847","08 Sep 2014","","2","26 Aug 2014","Guinivas","26 Aug 2014","Guinivas"
"455","3","3","60153593","02 Feb 2015","","2","13 Feb 2015","guinivas","13 Feb 2015","guinivas"
"455","3","3","60169631","17 Dec 2015","","1","30 Nov 2015","robinsonsar","30 Nov 2015","robinsonsar"
"455","3","3","60172538","11 Jul 2016","","2","30 Jun 2016","guinivas","30 Jun 2016","guinivas"
"455","3","3","60180067","17 Dec 2015","","1","30 Nov 2015","robinsonsar","30 Nov 2015","robinsonsar"
"455","3","3","60180237","17 Dec 2015","","2","30 Nov 2015","robinsonsar","30 Nov 2015","robinsonsar"
"455","3","4","50063297","21 Dec 2012","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","4","50081718","21 Dec 2012","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","4","50092352","21 Dec 2012","02 Feb 2015","2","03 Feb 2014","suttonf","13 Feb 2015","guinivas"
"455","3","4","50098974","21 Dec 2012","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","4","5010441X","21 Dec 2012","02 Feb 2015","2","03 Feb 2014","suttonf","13 Feb 2015","guinivas"
"455","3","4","60002761","21 Dec 2012","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","4","60013886","21 Dec 2012","","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","4","60015317","21 Dec 2012","16 Mar 2015","1","03 Feb 2014","suttonf","26 Mar 2015","guinivas"
"455","3","4","60016243","21 Dec 2012","","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","4","60034233","25 Mar 2013","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","4","6003533X","15 Jul 2013","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","4","60038652","21 Dec 2012","17 Nov 2015","2","03 Feb 2014","suttonf","30 Nov 2015","robinsonsar"
"455","3","4","60049327","21 Dec 2012","","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","4","60054724","17 Dec 2015","","2","30 Nov 2015","robinsonsar","30 Nov 2015","robinsonsar"
"455","3","4","60082215","25 Mar 2013","","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","4","60095994","07 Nov 2013","02 Feb 2015","2","03 Feb 2014","suttonf","13 Feb 2015","guinivas"
"455","3","4","60134847","08 Sep 2014","","2","26 Aug 2014","Guinivas","26 Aug 2014","Guinivas"
"455","3","4","60141189","08 Sep 2014","","2","26 Aug 2014","Guinivas","26 Aug 2014","Guinivas"
"455","3","4","60153593","02 Feb 2015","","2","13 Feb 2015","guinivas","13 Feb 2015","guinivas"
"455","3","4","60169631","17 Dec 2015","","1","30 Nov 2015","robinsonsar","30 Nov 2015","robinsonsar"
"455","3","4","60172538","11 Jul 2016","","2","30 Jun 2016","guinivas","30 Jun 2016","guinivas"
"455","3","4","60180067","17 Dec 2015","","1","30 Nov 2015","robinsonsar","30 Nov 2015","robinsonsar"
"455","3","4","60180237","17 Dec 2015","","2","30 Nov 2015","robinsonsar","30 Nov 2015","robinsonsar"
"455","3","5","50063297","21 Dec 2012","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","5","50081718","21 Dec 2012","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","5","50092352","21 Dec 2012","02 Feb 2015","2","03 Feb 2014","suttonf","13 Feb 2015","guinivas"
"455","3","5","50098974","21 Dec 2012","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","5","5010441X","21 Dec 2012","02 Feb 2015","2","03 Feb 2014","suttonf","13 Feb 2015","guinivas"
"455","3","5","60002761","21 Dec 2012","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","5","60013886","21 Dec 2012","","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","5","60015317","21 Dec 2012","16 Mar 2015","1","03 Feb 2014","suttonf","26 Mar 2015","guinivas"
"455","3","5","60016243","21 Dec 2012","","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","5","60034233","25 Mar 2013","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","5","6003533X","15 Jul 2013","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","5","60038652","21 Dec 2012","17 Nov 2015","2","03 Feb 2014","suttonf","30 Nov 2015","robinsonsar"
"455","3","5","60049327","21 Dec 2012","","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","5","60054724","17 Dec 2015","","2","30 Nov 2015","robinsonsar","30 Nov 2015","robinsonsar"
"455","3","5","60082215","25 Mar 2013","","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","5","60095994","07 Nov 2013","02 Feb 2015","2","03 Feb 2014","suttonf","13 Feb 2015","guinivas"
"455","3","5","60134847","08 Sep 2014","","2","26 Aug 2014","Guinivas","26 Aug 2014","Guinivas"
"455","3","5","60153593","02 Feb 2015","","2","13 Feb 2015","guinivas","13 Feb 2015","guinivas"
"455","3","5","60169631","17 Dec 2015","","1","30 Nov 2015","robinsonsar","30 Nov 2015","robinsonsar"
"455","3","5","60172538","11 Jul 2016","","2","30 Jun 2016","guinivas","30 Jun 2016","guinivas"
"455","3","5","60180067","17 Dec 2015","","1","30 Nov 2015","robinsonsar","30 Nov 2015","robinsonsar"
"455","3","5","60180237","17 Dec 2015","","2","30 Nov 2015","robinsonsar","30 Nov 2015","robinsonsar"
"455","3","6","50063297","21 Dec 2012","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","6","50081718","21 Dec 2012","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","6","50092352","21 Dec 2012","02 Feb 2015","2","03 Feb 2014","suttonf","13 Feb 2015","guinivas"
"455","3","6","50098974","21 Dec 2012","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","6","5010441X","21 Dec 2012","02 Feb 2015","2","03 Feb 2014","suttonf","13 Feb 2015","guinivas"
"455","3","6","60002761","21 Dec 2012","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","6","60013886","21 Dec 2012","","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","6","60015317","21 Dec 2012","16 Mar 2015","1","03 Feb 2014","suttonf","26 Mar 2015","guinivas"
"455","3","6","60016243","21 Dec 2012","","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","6","60034233","25 Mar 2013","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","6","6003533X","15 Jul 2013","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","6","60038652","21 Dec 2012","17 Nov 2015","2","03 Feb 2014","suttonf","30 Nov 2015","robinsonsar"
"455","3","6","60049327","21 Dec 2012","","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","6","60054724","17 Dec 2015","","2","30 Nov 2015","robinsonsar","30 Nov 2015","robinsonsar"
"455","3","6","60082215","25 Mar 2013","","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","6","60095994","07 Nov 2013","02 Feb 2015","2","03 Feb 2014","suttonf","13 Feb 2015","guinivas"
"455","3","6","60134847","08 Sep 2014","","2","26 Aug 2014","Guinivas","26 Aug 2014","Guinivas"
"455","3","6","60153593","02 Feb 2015","","2","13 Feb 2015","guinivas","13 Feb 2015","guinivas"
"455","3","6","60169631","17 Dec 2015","","1","30 Nov 2015","robinsonsar","30 Nov 2015","robinsonsar"
"455","3","6","60172538","11 Jul 2016","","2","30 Jun 2016","guinivas","30 Jun 2016","guinivas"
"455","3","6","60180067","17 Dec 2015","","1","30 Nov 2015","robinsonsar","30 Nov 2015","robinsonsar"
"455","3","6","60180237","17 Dec 2015","","2","30 Nov 2015","robinsonsar","30 Nov 2015","robinsonsar"
"455","3","7","50063297","21 Dec 2012","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","7","50081718","21 Dec 2012","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","7","50092352","21 Dec 2012","02 Feb 2015","2","03 Feb 2014","suttonf","13 Feb 2015","guinivas"
"455","3","7","50098974","21 Dec 2012","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","7","5010441X","21 Dec 2012","02 Feb 2015","2","03 Feb 2014","suttonf","13 Feb 2015","guinivas"
"455","3","7","60002761","21 Dec 2012","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","7","60013886","21 Dec 2012","","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","7","60015317","21 Dec 2012","16 Mar 2015","1","03 Feb 2014","suttonf","26 Mar 2015","guinivas"
"455","3","7","60016243","21 Dec 2012","","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","7","60034233","25 Mar 2013","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","7","6003533X","15 Jul 2013","","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","7","60038652","21 Dec 2012","17 Nov 2015","2","03 Feb 2014","suttonf","30 Nov 2015","robinsonsar"
"455","3","7","60049327","21 Dec 2012","","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","7","60054724","17 Dec 2015","","2","30 Nov 2015","robinsonsar","30 Nov 2015","robinsonsar"
"455","3","7","60082215","25 Mar 2013","","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"455","3","7","60095994","07 Nov 2013","02 Feb 2015","2","03 Feb 2014","suttonf","13 Feb 2015","guinivas"
"455","3","7","60134847","08 Sep 2014","","2","26 Aug 2014","Guinivas","26 Aug 2014","Guinivas"
"455","3","7","60141189","08 Sep 2014","","2","26 Aug 2014","Guinivas","26 Aug 2014","Guinivas"
