"FworkCode","ProgType","PwayCode","LearnAimRef","EffectiveFrom","EffectiveTo","FrameworkComponentType","Created_On","Created_By","Modified_On","Modified_By"
"101","2","0","10024323","01 Jan 2002","31 Jul 2009","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"101","2","0","10024347","01 Jan 2002","31 Jul 2009","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"101","2","0","10024591","01 Jan 2002","31 Jul 2009","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"101","2","0","1003108X","16 Oct 2003","31 Jul 2009","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"101","2","0","50062244","01 Aug 2009","31 Jul 2010","1","03 Feb 2014","suttonf","04 Dec 2015","guinivas"
"102","2","0","10031029","29 Oct 2003","01 Aug 2005","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"102","2","0","10042581","01 Jun 2005","31 Jul 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"102","2","0","10049496","01 Aug 2005","31 Jul 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"102","2","0","10051946","01 Aug 2005","31 Jul 2010","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"102","2","0","10051995","01 Aug 2005","31 Jul 2010","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"102","2","0","1005215X","01 Aug 2005","31 Jul 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"102","2","0","10052185","01 Aug 2005","31 Jul 2010","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"102","2","0","10053116","01 Aug 2005","31 Jul 2010","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"102","2","0","10056191","01 Aug 2005","31 Jul 2010","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"102","2","0","10057912","01 Aug 2005","31 Jul 2007","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"102","2","0","10058527","01 Jan 2006","31 Jul 2010","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"102","2","0","10060960","01 Nov 2006","31 Jul 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"102","2","0","50015175","01 Jan 2008","31 Jul 2010","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"102","2","0","5001738X","01 Jan 2008","06 Sep 2009","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"102","2","0","50017883","01 Aug 2007","31 Jul 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"102","2","0","50019053","01 Jan 2008","31 Dec 2008","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"102","2","0","50025284","01 Jan 2008","31 Jul 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"102","2","0","50039830","01 Aug 2008","31 Jul 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"102","2","0","50062505","07 Sep 2009","31 Jul 2010","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"102","2","0","50066821","07 Sep 2009","24 Jun 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"102","2","0","50067771","07 Sep 2009","24 Jun 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"102","2","0","50092467","01 Aug 2010","24 Jun 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"102","2","0","50093022","01 Aug 2010","24 Jun 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"102","2","0","50093435","01 Aug 2010","24 Jun 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"102","2","0","5009421X","01 Aug 2010","24 Jun 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"102","2","0","50094609","01 Aug 2010","24 Jun 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"102","2","0","50095481","01 Aug 2010","24 Jun 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"102","2","0","50095493","01 Aug 2010","24 Jun 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"102","2","0","50096254","01 Aug 2010","24 Jun 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"102","2","0","50097519","01 Aug 2010","24 Jun 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"102","2","0","50100932","01 Aug 2010","24 Jun 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"102","2","0","50104640","01 Sep 2010","24 Jun 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"102","2","0","50111966","01 Sep 2010","24 Jun 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"102","2","0","50112338","01 Sep 2010","24 Jun 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"103","2","0","10017161","01 Apr 2007","31 Oct 2007","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"103","2","0","10017203","01 Apr 2007","31 Oct 2007","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"103","2","0","10017215","17 Dec 2003","31 Oct 2007","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"103","2","0","10017227","01 Jan 2002","31 Oct 2007","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"103","2","0","10019583","01 Jan 2002","31 Oct 2007","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"103","2","0","10025054","17 Dec 2003","27 Sep 2010","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"103","2","0","10029849","01 Apr 2007","31 Oct 2007","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"103","2","0","10034559","01 Oct 2004","21 Jun 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"103","2","0","10034936","01 Nov 2007","21 Jun 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"103","2","0","1003948X","01 Oct 2004","27 Sep 2010","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"103","2","0","10043858","01 Nov 2007","27 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"103","2","0","10044498","01 Nov 2007","21 Jun 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"103","2","0","10045259","01 Oct 2004","27 Sep 2010","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"103","2","0","10045296","01 Oct 2004","27 Sep 2010","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"103","2","0","10046537","01 Oct 2004","21 Jun 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"103","2","0","10048303","01 Oct 2004","21 Jun 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"103","2","0","1004873X","01 Nov 2007","21 Jun 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"103","2","0","10048741","01 Nov 2007","21 Jun 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"103","2","0","10048777","01 Jan 2004","27 Sep 2010","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"103","2","0","10053918","01 Dec 2005","21 Jun 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"103","2","0","50014961","01 Nov 2007","27 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"103","2","0","50014973","01 Nov 2007","27 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"103","2","0","50015539","01 Nov 2007","27 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"103","2","0","50015564","01 Nov 2007","27 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"103","2","0","50016313","01 Nov 2007","27 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"103","2","0","50016325","01 Nov 2007","27 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"103","2","0","50017494","01 Nov 2007","27 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"103","2","0","50017603","01 Nov 2007","27 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"103","2","0","50017615","01 Nov 2007","27 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"103","2","0","50066936","26 Aug 2010","21 Jun 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"103","2","0","5006695X","26 Aug 2010","21 Jun 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"103","2","0","50073151","26 Aug 2010","21 Jun 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"103","2","0","50073175","26 Aug 2010","21 Jun 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"103","2","0","50080970","26 Aug 2010","21 Jun 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"103","2","0","50080982","26 Aug 2010","21 Jun 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"103","2","0","50081639","26 Aug 2010","21 Jun 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"104","2","0","10055095","01 Nov 2005","30 Sep 2010","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"104","2","0","10055137","01 Nov 2005","30 Sep 2010","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"104","2","0","10055162","01 Nov 2005","30 Sep 2010","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"104","2","0","10055198","01 Nov 2005","30 Sep 2010","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"104","2","0","10056117","01 Nov 2005","30 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"104","2","0","10056130","01 Nov 2005","30 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"104","2","0","10056154","01 Nov 2005","30 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"104","2","0","10056178","01 Nov 2005","30 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"104","2","0","50088877","01 Oct 2010","21 Jun 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"104","2","0","50089791","01 Oct 2010","21 Jun 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"104","2","0","50091700","01 Oct 2010","21 Jun 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"104","2","0","50091864","01 Oct 2010","21 Jun 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"104","2","0","50095043","01 Oct 2010","21 Jun 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"104","2","0","50097040","01 Oct 2010","21 Jun 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"104","2","0","50101493","01 Oct 2010","21 Jun 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"105","2","0","10028523","17 Dec 2003","31 Jul 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"105","2","0","10028535","17 Dec 2003","31 Jul 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"105","2","0","10028547","17 Dec 2003","31 Jul 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"105","2","0","10035692","01 Aug 2004","31 Jul 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"105","2","0","10036027","01 Aug 2004","31 Jul 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"105","2","0","10047207","01 Aug 2004","31 Jul 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"105","2","0","50035265","01 Jul 2008","31 Jul 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","10016892","01 Jan 2002","30 Sep 2007","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","10017148","01 Jan 2002","30 Sep 2007","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","10017161","01 Jan 2002","30 Sep 2007","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","10017185","01 Jan 2002","30 Sep 2007","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","10017203","01 Jan 2002","30 Sep 2007","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","10017215","01 Jan 2002","30 Sep 2007","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","10017227","01 Jan 2002","30 Sep 2007","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","10018979","01 Jan 2002","31 Jan 2009","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","10026472","01 Jan 2002","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","10027695","01 Jan 2002","30 Sep 2007","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","10028079","01 Jan 2005","20 Sep 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","10029497","01 Jan 2002","20 Sep 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","10029515","01 Jan 2002","24 Sep 2010","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","10029540","01 Jan 2002","20 Sep 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","10029588","01 Apr 2007","24 Sep 2010","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","10029849","01 Jan 2002","31 Oct 2007","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","10029874","01 Jan 2002","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","10031571","17 Dec 2003","24 Sep 2010","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","10031923","01 Jan 2005","20 Sep 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","10032265","01 Jan 2002","24 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","10032988","07 Jan 2004","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","10035722","01 Jan 2005","20 Sep 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","10035734","01 Jan 2005","20 Sep 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","10036027","01 Jan 2005","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","10037123","01 Jan 2005","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","10037901","01 Jan 2005","20 Sep 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","10039016","01 Jan 2005","30 Sep 2007","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","10040493","01 Jan 2005","20 Sep 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","10041527","01 Jan 2005","24 Sep 2010","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","10041801","01 Jan 2005","30 Aug 2008","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","10042246","01 Oct 2007","20 Sep 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","10042271","01 Jan 2005","20 Sep 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","10042635","01 Jan 2005","30 Aug 2008","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","10043937","01 Jan 2005","31 Mar 2007","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","10043949","01 Jan 2005","30 Aug 2008","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","10044334","01 Sep 2005","20 Sep 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","10045703","01 Jan 2005","20 Sep 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","10047657","01 Jan 2005","20 Sep 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","10047669","01 Jan 2005","24 Sep 2010","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","10047797","01 Jan 2005","20 Sep 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","10047906","01 Jan 2005","30 Aug 2008","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","10048960","01 Jan 2005","20 Sep 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","10049514","01 Jan 2005","20 Sep 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","1005344X","01 Feb 2007","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","10053451","01 Feb 2007","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","10055708","01 Feb 2007","24 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","10055824","01 Oct 2007","30 Apr 2008","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","10056427","01 Sep 2005","20 Sep 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50015539","01 Oct 2007","24 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","50015540","01 Oct 2007","24 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","50015552","01 Oct 2007","24 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","50015564","01 Oct 2007","24 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","50015576","01 Oct 2007","24 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","50015588","01 Oct 2007","24 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","50016313","01 Oct 2007","24 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","50016325","01 Oct 2007","24 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","50016465","01 Oct 2007","24 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","50017494","01 Oct 2007","24 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","50017603","01 Oct 2007","24 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","50017615","01 Oct 2007","24 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","50018279","01 Oct 2007","24 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","50018280","01 Oct 2007","24 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","50018292","01 Oct 2007","24 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","50018553","01 Oct 2007","24 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","50018565","01 Oct 2007","24 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","50023226","01 May 2008","24 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","50024231","01 Oct 2007","24 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"106","2","0","50038059","01 Sep 2008","20 Sep 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50038412","01 Sep 2008","20 Sep 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","5005109X","01 Feb 2009","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50061483","01 Sep 2010","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50061896","01 Sep 2010","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50071373","01 Sep 2010","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50071397","01 Sep 2010","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50072833","01 Sep 2010","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50072961","01 Sep 2010","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","5007314X","01 Sep 2010","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50073151","01 Sep 2010","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50073175","01 Sep 2010","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50073199","01 Sep 2010","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50077995","01 Sep 2010","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50078008","01 Sep 2010","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50078410","01 Sep 2010","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50080970","01 Sep 2010","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50080982","01 Sep 2010","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50081548","01 Sep 2010","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50081652","01 Sep 2010","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50098524","01 Sep 2010","20 Sep 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50098809","01 Sep 2010","20 Sep 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50099541","01 Sep 2010","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50104585","01 Sep 2010","20 Sep 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50105449","01 Sep 2010","20 Sep 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50106314","01 Sep 2010","20 Sep 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50106326","01 Sep 2010","20 Sep 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50107331","01 Sep 2010","20 Sep 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50107471","01 Sep 2010","20 Sep 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","5010794X","01 Sep 2010","20 Sep 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50109881","01 Sep 2010","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50111127","01 Sep 2010","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50111139","01 Sep 2010","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50111218","01 Sep 2010","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50111309","01 Sep 2010","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50111310","01 Sep 2010","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"106","2","0","50111553","01 Sep 2010","20 Sep 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"107","2","0","10015632","01 Sep 2007","30 Jun 2008","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"107","2","0","10015644","01 Nov 2006","30 Jun 2008","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"107","2","0","10017161","01 Aug 2005","31 Aug 2007","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"107","2","0","10017185","01 Aug 2005","31 Aug 2007","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"107","2","0","10017203","01 Aug 2005","31 Aug 2007","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"107","2","0","10017227","01 Aug 2005","31 Aug 2007","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"107","2","0","10029849","01 Sep 2007","30 Jun 2008","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"107","2","0","10032125","01 Aug 2005","31 Jul 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"107","2","0","10033233","01 Aug 2005","31 Jul 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"107","2","0","10033245","01 Aug 2005","31 Jul 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"107","2","0","10033257","01 Aug 2005","31 Jul 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"107","2","0","10033269","01 Aug 2005","31 Jul 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"107","2","0","10033270","01 Aug 2005","05 Sep 2010","1","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
"107","2","0","10033282","01 Aug 2005","31 Jul 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"107","2","0","10033294","01 Aug 2005","31 Jul 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"107","2","0","10033300","01 Aug 2005","31 Jul 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"107","2","0","10033312","01 Aug 2005","31 Jul 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"107","2","0","10033324","01 Aug 2005","31 Jul 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"107","2","0","10033336","01 Aug 2005","31 Jul 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"107","2","0","10033348","01 Aug 2005","31 Jul 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"107","2","0","1003335X","01 Aug 2005","31 Jul 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"107","2","0","10035643","01 Aug 2005","31 Jul 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"107","2","0","10035692","01 Jul 2008","31 Jul 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"107","2","0","10036027","01 Aug 2005","31 Jul 2011","2","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"107","2","0","10058606","01 Sep 2007","31 Jul 2011","1","03 Feb 2014","suttonf","30 Nov 2017","GOODMAND"
"107","2","0","50015540","01 Sep 2007","05 Sep 2010","2","03 Feb 2014","suttonf","03 Feb 2014","suttonf"
